Date,SPY,VIX,IV_Rank,IV_Percentile,VIX_200DMA,VIX_5d_ago,VIX_5d_ROC
1994-04-15,25.232837677001953,15.979999542236328,45.81043221422669,92.06349206349206,12.90514997959137,16.920000076293945,-5.555558686873896
1994-04-18,25.064876556396484,17.219999313354492,54.32691391327603,97.22222222222221,12.934599976539612,16.610000610351562,3.672478510462973
1994-04-19,25.100244522094727,16.93000030517578,52.33516254087912,96.03174603174604,12.949899978637696,16.420000076293945,3.1059697107927553
1994-04-20,25.073728561401367,17.010000228881836,52.88461255049774,96.42857142857143,12.96969997882843,17.020000457763672,-0.05875574978186915
1994-04-21,25.409687042236328,14.930000305175781,38.598899200492134,86.90476190476191,12.983149981498718,16.270000457763672,-8.236017915712313
1994-04-22,25.383159637451172,14.9399995803833,38.66757553922388,87.3015873015873,13.00384997844696,15.979999542236328,-6.508135116676506
1994-04-25,25.64840316772461,14.260000228881836,33.99725045746563,77.38095238095238,13.02089997768402,17.219999313354492,-17.189310119060874
1994-04-26,25.621868133544922,13.800000190734863,30.837909627178195,71.03174603174604,13.034799976348877,16.93000030517578,-18.48789165989575
1994-04-28,25.436206817626953,14.510000228881836,35.71428337501401,81.34920634920636,13.05344997882843,17.010000228881836,-14.697236721697205
1994-04-29,25.515779495239258,13.770000457763672,30.63186751106141,69.44444444444444,13.0692999792099,14.930000305175781,-7.769590245821845
1994-05-02,25.674930572509766,14.109999656677246,32.96702677696015,75.0,13.085049977302551,14.9399995803833,-5.555555200924312
1994-05-03,25.64840316772461,13.8100004196167,30.906592515870717,70.23809523809523,13.0967999792099,14.260000228881836,-3.155678836201692
1994-05-04,25.604183197021484,14.289999961853027,34.203292573582424,78.17460317460318,13.11299997806549,13.800000190734863,3.5507229300412835
1994-05-05,25.568819046020508,14.5600004196167,36.05769126851584,82.14285714285714,13.12594997882843,14.510000228881836,0.34459124704449007
1994-05-06,25.321256637573242,15.079999923706055,39.629116331036855,88.09523809523809,13.142899980545044,13.770000457763672,9.513430808956812
1994-05-09,25.100244522094727,16.15999984741211,47.046698010848964,91.66666666666666,13.167099981307983,14.109999656677246,14.52870475276551
1994-05-10,25.294740676879883,15.1899995803833,40.384608456772256,88.09523809523809,13.186449980735778,13.8100004196167,9.992752489756285
1994-05-11,25.064876556396484,15.550000190734863,42.85714005001681,88.4920634920635,13.207499980926514,14.289999961853027,8.817356418792087
1994-05-12,25.188655853271484,15.460000038146973,42.23900715170567,88.09523809523809,13.227949981689454,14.5600004196167,6.181315883189842
1994-05-13,25.188655853271484,14.539999961853027,35.9203254911308,80.15873015873017,13.244399981498718,15.079999923706055,-3.580901621916699
1994-05-16,25.197507858276367,14.670000076293945,36.81318339425124,81.34920634920636,13.259099984169007,16.15999984741211,-9.22029570041596
1994-05-17,25.568819046020508,14.079999923706055,32.760984660843356,72.22222222222221,13.272149982452392,15.1899995803833,-7.307437046349385
1994-05-18,25.75448989868164,12.550000190734863,22.25274503943633,48.41269841269841,13.277449984550476,15.550000190734863,-19.292604264966418
1994-05-19,25.87828254699707,12.329999923706055,20.741754238004745,44.44444444444444,13.280549983978272,15.460000038146973,-20.24579629183544
1994-05-20,25.7810115814209,12.789999961853027,23.901095068292182,52.77777777777778,13.284349985122681,14.539999961853027,-12.035763442856117
1994-05-23,25.736806869506836,13.489999771118164,28.708785927435475,63.49206349206349,13.290149984359742,14.670000076293945,-8.043628486973276
1994-05-24,25.842899322509766,12.729999542236328,23.489004286097835,52.38095238095239,13.291849980354309,14.079999923706055,-9.588070943074179
1994-05-25,25.913623809814453,12.430000305175781,21.428570025008405,47.22222222222222,13.292449979782104,12.550000190734863,-0.956174372393026
1994-05-26,25.93131446838379,12.5,21.9093371459345,49.2063492063492,13.294599981307984,12.329999923706055,1.3787516410855627
1994-05-27,25.957828521728516,12.489999771118164,21.840654257241983,48.80952380952381,13.29514997959137,12.789999961853027,-2.345583984594468
1994-05-31,25.922470092773438,13.029999732971191,25.549445097148038,57.14285714285714,13.29934998035431,13.489999771118164,-3.409933624549233
1994-06-01,26.037405014038086,12.720000267028809,23.420327947366086,53.57142857142857,13.302899980545044,12.729999542236328,-0.07854890469040088
1994-06-02,26.010875701904297,12.729999542236328,23.489004286097835,53.96825396825397,13.308599977493285,12.430000305175781,2.413509490708776
1994-06-03,26.161190032958984,12.1899995803833,19.780213446191777,40.87301587301587,13.311949973106385,12.5,-2.480003356933591
1994-06-06,26.152347564697266,13.029999732971191,25.549445097148038,57.936507936507944,13.318949971199036,12.489999771118164,4.323458540821767
1994-06-07,26.116979598999023,13.050000190734863,25.686810874533077,58.730158730158735,13.326099972724915,13.029999732971191,0.15349545797045394
1994-06-08,25.904796600341797,13.319999694824219,27.541203019505716,62.301587301587304,13.331949973106385,12.720000267028809,4.7169765345890236
1994-06-09,26.04625129699707,13.210000038146973,26.785710893770315,60.71428571428571,13.338999972343444,12.729999542236328,3.7706246124995513
1994-06-10,26.090463638305664,12.6899995803833,23.214279281288526,52.77777777777778,13.341949968338012,12.1899995803833,4.1017228647376
1994-06-13,26.12582015991211,11.920000076293945,17.925821301219138,35.714285714285715,13.34084996700287,13.029999732971191,-8.518800302570195
1994-06-14,26.329181671142578,11.600000381469727,15.728021262744669,24.6031746031746,13.339299969673156,13.050000190734863,-11.111109487144654
1994-06-15,26.223072052001953,11.520000457763672,15.17857125312605,23.809523809523807,13.338199973106384,13.319999694824219,-13.513508095349103
1994-06-16,26.2761287689209,11.220000267028809,13.118130442075849,15.079365079365079,13.33504997253418,13.210000038146973,-15.064343416893056
1994-06-17,26.12945556640625,12.3100004196167,20.60439501058048,44.047619047619044,13.339199976921082,12.6899995803833,-2.9944773312208683
1994-06-20,25.906972885131836,13.960000038146973,31.936809646415433,73.01587301587301,13.34964997768402,11.920000076293945,17.114093530167864
1994-06-21,25.684473037719727,14.699999809265137,37.01922551036803,82.14285714285714,13.367349977493285,11.600000381469727,26.72413211940463
1994-06-22,25.78235626220703,14.020000457763672,32.34890042860978,73.01587301587301,13.372949981689453,11.520000457763672,21.701388026553214
1994-06-23,25.631078720092773,14.119999885559082,33.03570966565267,73.80952380952381,13.377349982261658,11.220000267028809,25.846698302247262
1994-06-24,25.097084045410156,16.719999313354492,50.892848078179284,94.84126984126983,13.39759997844696,12.3100004196167,35.82452269221863
1994-06-27,25.53316879272461,15.529999732971191,42.71977427263177,87.6984126984127,13.416749978065491,13.960000038146973,11.246416121304105
1994-06-28,25.408586502075195,15.039999961853027,39.35439132622754,85.31746031746032,13.431149978637695,14.699999809265137,2.312926238091473
1994-06-29,25.48868179321289,14.420000076293945,35.09615047670287,76.5873015873016,13.437499980926514,14.020000457763672,2.8530642330241163
1994-06-30,25.3284912109375,14.970000267028809,38.87362420530145,84.12698412698413,13.448849983215332,14.119999885559082,6.019832778745604
1994-07-01,25.38187599182129,14.359999656677246,34.68405969450852,75.39682539682539,13.453849983215331,16.719999313354492,-14.114831062177624
1994-07-05,25.51536750793457,14.920000076293945,38.53021631179961,82.93650793650794,13.461499981880188,15.529999732971191,-3.927879376470156
1994-07-06,25.479768753051758,14.699999809265137,37.01922551036803,79.76190476190477,13.461999979019165,15.039999961853027,-2.2606393181533013
1994-07-07,25.586580276489258,14.010000228881836,32.28021753991726,69.04761904761905,13.445549983978271,14.420000076293945,-2.843272158410992
1994-07-08,25.577655792236328,13.260000228881836,27.129118787272144,56.34920634920635,13.44309998512268,14.970000267028809,-11.42284574244946
1994-07-11,25.48868179321289,13.829999923706055,31.043951743294983,66.26984126984127,13.445449986457824,14.359999656677246,-3.690806028151594
1994-07-12,25.524274826049805,13.399999618530273,28.090653029124336,59.523809523809526,13.450099983215331,14.920000076293945,-10.187670576347829
1994-07-13,25.568771362304688,12.420000076293945,21.359887136315884,41.66666666666667,13.44974998474121,14.699999809265137,-15.510202466357514
1994-07-14,25.844663619995117,11.640000343322754,16.002746267553977,23.41269841269841,13.446999988555909,14.010000228881836,-16.916487129481194
1994-07-15,25.853551864624023,11.279999732971191,13.530214674309423,13.492063492063492,13.44024998664856,13.260000228881836,-14.932130178987258
1994-07-18,25.898059844970703,11.4399995803833,14.629114693546658,17.46031746031746,13.432499985694886,13.829999923706055,-17.281275173588728
1994-07-19,25.844663619995117,11.649999618530273,16.071422606285722,23.41269841269841,13.431599984169006,13.399999618530273,-13.059701864319473
1994-07-20,25.728975296020508,11.699999809265137,16.414830499787552,25.0,13.425849981307984,12.420000076293945,-5.797103563655148
1994-07-21,25.78235626220703,11.649999618530273,16.071422606285722,23.41269841269841,13.41924997806549,11.640000343322754,0.08590442364768691
1994-07-22,25.826866149902344,11.220000267028809,13.118130442075849,11.904761904761903,13.411949977874755,11.279999732971191,-0.5319101716554586
1994-07-25,25.862438201904297,11.460000038146973,14.7664804709317,17.063492063492063,13.403549976348877,11.4399995803833,0.17482918266857883
1994-07-26,25.835756301879883,11.65999984741211,16.140105494978243,24.206349206349206,13.401649975776673,11.649999618530273,0.08583887733291107
1994-07-27,25.835756301879883,11.930000305175781,17.99450418991166,32.142857142857146,13.399999976158142,11.699999809265137,1.965816236411455
1994-07-28,25.8891544342041,12.029999732971191,18.681313426954542,32.93650793650794,13.398099975585938,11.649999618530273,3.2618036642378723
1994-07-29,26.147260665893555,11.130000114440918,12.49999754376471,9.523809523809524,13.396849975585937,11.220000267028809,-0.8021403783061043
1994-08-01,26.2718448638916,11.170000076293945,12.774722548574019,11.507936507936508,13.397699975967408,11.460000038146973,-2.5305406709223655
1994-08-02,26.307435989379883,11.270000457763672,13.461538335577677,13.492063492063492,13.39969997882843,11.65999984741211,-3.3447632483030953
1994-08-03,26.316354751586914,11.350000381469727,14.010988345196296,15.873015873015872,13.399799981117248,11.930000305175781,-4.861692446515898
1994-08-04,26.165061950683594,12.180000305175781,19.711537107460032,36.11111111111111,13.40264998435974,12.029999732971191,1.2468875771748822
1994-08-05,26.076059341430664,12.34000015258789,20.810437126697266,39.682539682539684,13.40774998664856,11.130000114440918,10.871518649645173
1994-08-08,26.138347625732422,12.40999984741211,21.291204247623362,40.476190476190474,13.413799986839294,11.170000076293945,11.101161706791851
1994-08-09,26.182846069335938,12.539999961853027,22.18406215074381,44.44444444444444,13.419099988937377,11.270000457763672,11.268850510245354
1994-08-10,26.280725479125977,11.90999984741211,17.857138412526616,30.555555555555557,13.419499988555907,11.350000381469727,4.933915833665092
1994-08-11,26.182846069335938,12.130000114440918,19.368129213958202,34.92063492063492,13.420999989509582,12.180000305175781,-0.410510586880819
1994-08-12,26.387548446655273,11.09000015258789,12.225272538955402,9.126984126984127,13.416399989128113,12.34000015258789,-10.129659518179635
1994-08-15,26.37863540649414,12.0600004196167,18.887362093032106,34.12698412698413,13.417299990653992,12.40999984741211,-2.8203016285161087
1994-08-16,26.565532684326172,11.390000343322754,14.285713350005603,17.46031746031746,13.416949992179871,12.539999961853027,-9.170650893370013
1994-08-17,26.547733306884766,11.539999961853027,15.315930480550316,20.238095238095237,13.41574999332428,11.90999984741211,-3.1066321603646196
1994-08-18,26.458736419677734,12.069999694824219,18.95603843176385,34.12698412698413,13.41739999294281,12.130000114440918,-0.4946448396588865
1994-08-19,26.440942764282227,12.829999923706055,24.17582007310149,50.0,13.415249991416932,11.09000015258789,15.68980836048166
1994-08-22,26.414249420166016,12.619999885559082,22.73351216036243,45.23809523809524,13.404949989318848,12.0600004196167,4.643444829665944
1994-08-23,26.565532684326172,11.75,16.758238393289382,26.190476190476193,13.388849987983704,11.390000343322754,3.160664142458014
1994-08-24,26.8503360748291,11.569999694824219,15.521972596667105,20.634920634920633,13.37514998435974,11.539999961853027,0.2599630248731222
1994-08-25,26.77912712097168,12.020000457763672,18.612637088222797,32.93650793650794,13.365549988746643,12.069999694824219,-0.41424389664224126
1994-08-26,27.161827087402344,12.1899995803833,19.780213446191777,36.11111111111111,13.357899985313416,12.829999923706055,-4.9883113571982385
1994-08-29,27.144014358520508,11.819999694824219,17.239005514215478,27.380952380952383,13.347599983215332,12.619999885559082,-6.339145784385414
1994-08-30,27.21520233154297,11.229999542236328,13.186806780807595,13.88888888888889,13.337099981307983,11.75,-4.4255358107546545
1994-08-31,27.144014358520508,11.970000267028809,18.269229194720968,31.746031746031743,13.324649982452392,11.569999694824219,3.457221977140823
1994-09-01,27.055025100708008,11.859999656677246,17.513730519024787,28.968253968253972,13.308399982452393,12.020000457763672,-1.3311214225710133
1994-09-02,26.93932342529297,11.399999618530273,14.35438968873735,17.857142857142858,13.287549982070923,12.1899995803833,-6.4807218133488
1994-09-06,26.948244094848633,11.6899995803833,16.34614761109503,25.0,13.272749981880189,11.819999694824219,-1.0998317918556544
1994-09-07,26.92152976989746,11.8100004196167,17.170329175483733,27.77777777777778,13.256649985313416,11.229999542236328,5.164745334129117
1994-09-08,27.055025100708008,11.859999656677246,17.513730519024787,29.761904761904763,13.23644998550415,11.970000267028809,-0.9189691553688428
1994-09-09,26.770235061645508,13.119999885559082,26.167577995459173,53.57142857142857,13.230699982643127,11.859999656677246,10.62394827450479
1994-09-12,26.69013214111328,14.010000228881836,32.28021753991726,68.65079365079364,13.233199982643127,11.399999618530273,22.894742962176107
1994-09-13,26.770235061645508,13.770000457763672,30.63186751106141,63.49206349206349,13.233199982643127,11.6899995803833,17.79299360173434
1994-09-14,26.796934127807617,13.09000015258789,25.961535879342385,52.77777777777778,13.228049983978272,11.8100004196167,10.838270004165974
1994-09-15,27.135116577148438,11.880000114440918,17.65109629640983,30.158730158730158,13.218649983406067,11.859999656677246,0.1686379286900852
1994-09-16,26.941999435424805,12.800000190734863,23.969777956984707,50.0,13.213499984741212,13.119999885559082,-2.4390220854836775
1994-09-19,26.968868255615234,13.0600004196167,25.7554937632256,53.57142857142857,13.211249985694884,14.010000228881836,-6.7808693343680115
1994-09-20,26.45850372314453,14.449999809265137,35.30219259281966,76.19047619047619,13.220049986839294,13.770000457763672,4.938266731269958
1994-09-21,26.45850372314453,14.489999771118164,35.57691759762896,76.98412698412699,13.228299984931946,13.09000015258789,10.69518412689623
1994-09-22,26.395816802978516,13.890000343322754,31.456042525489337,66.66666666666666,13.235699987411499,11.880000114440918,16.919193682822865
1994-09-23,26.306278228759766,14.529999732971191,35.851642602438275,77.77777777777779,13.24604998588562,12.800000190734863,13.51562122232286
1994-09-26,26.44057846069336,14.5600004196167,36.05769126851584,78.17460317460318,13.256699986457825,13.0600004196167,11.485451392076019
1994-09-27,26.422687530517578,14.130000114440918,33.10439255434518,70.23809523809523,13.264349985122681,14.449999809265137,-2.214530789260216
1994-09-28,26.628620147705078,13.25,27.06043589857962,54.36507936507936,13.2756999874115,14.489999771118164,-8.557624504520444
1994-09-29,26.49431037902832,13.970000267028809,32.005492535107955,67.06349206349206,13.289899988174438,13.890000343322754,0.5759533601776612
1994-09-30,26.45850372314453,14.279999732971191,34.1346096848899,71.82539682539682,13.306149988174438,14.529999732971191,-1.720578145866758
1994-10-03,26.395816802978516,15.4399995803833,42.10164137432063,87.3015873015873,13.328849987983704,14.5600004196167,6.043950105804785
1994-10-04,26.00184440612793,16.65999984741211,50.48076384594571,94.84126984126983,13.356749987602234,14.130000114440918,17.905164277992625
1994-10-05,26.010801315307617,15.920000076293945,45.39834798199311,89.28571428571429,13.382599987983703,13.25,20.150943972029765
1994-10-06,25.930225372314453,16.239999771118164,47.596148020467574,91.66666666666666,13.413399987220764,13.970000267028809,16.249101365064945
1994-10-07,26.046621322631836,14.920000076293945,38.53021631179961,81.34920634920636,13.44144998550415,14.279999732971191,4.481795205115113
1994-10-10,26.324201583862305,14.720000267028809,37.15659128775307,78.96825396825396,13.467649989128113,15.4399995803833,-4.663208114780392
1994-10-11,26.71816062927246,13.550000190734863,29.120876709629822,56.74603174603175,13.486899991035461,16.65999984741211,-18.66746509700803
1994-10-12,26.753965377807617,14.510000228881836,35.71428337501401,73.80952380952381,13.51034999370575,15.920000076293945,-8.85678291868669
1994-10-13,26.843502044677734,14.899999618530273,38.39285053441458,80.55555555555556,13.532549991607667,16.239999771118164,-8.251232582964674
1994-10-14,26.95991325378418,13.319999694824219,27.541203019505716,51.19047619047619,13.54569999217987,14.920000076293945,-10.72386309174308
1994-10-17,26.906185150146484,14.760000228881836,37.431316292562386,78.57142857142857,13.56119999408722,14.720000267028809,0.27173886635465383
1994-10-18,26.843502044677734,14.59000015258789,36.26373338463262,75.39682539682539,13.571299996376037,13.550000190734863,7.675276363200001
1994-10-19,26.968868255615234,15.130000114440918,39.97252422453868,84.92063492063492,13.58739999771118,14.510000228881836,4.272914374770198
1994-10-20,26.789783477783203,15.989999771118164,45.87911510291921,89.68253968253968,13.612649998664857,14.899999618530273,7.315437452980333
1994-10-21,26.682342529296875,15.90999984741211,45.329665093300584,88.09523809523809,13.635849995613098,13.319999694824219,19.444446035492714
1994-10-24,26.45850372314453,16.969999313354492,52.60988099572765,96.03174603174604,13.665899991989136,14.760000228881836,14.972893294054357
1994-10-25,26.485353469848633,16.1299991607666,46.8406493447714,90.07936507936508,13.692849988937377,14.59000015258789,10.555167868902004
1994-10-26,26.583847045898438,15.699999809265137,43.88735718056152,86.11111111111111,13.71489998817444,15.130000114440918,3.7673475909638654
1994-10-27,26.745027542114258,15.670000076293945,43.68131506444474,85.71428571428571,13.734999990463256,15.989999771118164,-2.001248901843111
1994-10-28,27.309091567993164,14.5600004196167,36.05769126851584,71.42857142857143,13.74739999294281,15.90999984741211,-8.485225900332106
1994-10-31,27.210603713989258,14.5600004196167,36.05769126851584,71.03174603174604,13.764449996948242,16.969999313354492,-14.201526171195844
1994-11-01,26.906185150146484,14.84000015258789,37.980766302181,76.5873015873016,13.779249997138978,16.1299991607666,-7.997514415973484
1994-11-02,26.753965377807617,15.34000015258789,41.41483213727775,83.33333333333334,13.797799997329712,15.699999809265137,-2.292991471661021
1994-11-03,26.897216796875,15.579999923706055,43.06318216613359,85.31746031746032,13.816899995803833,15.670000076293945,-0.574346854816199
1994-11-04,26.548046112060547,16.75,51.09889674425685,94.84126984126983,13.844849996566772,14.5600004196167,15.041205475741016
1994-11-07,26.628620147705078,17.3700008392334,55.357144143742296,97.61904761904762,13.87625,14.5600004196167,19.299452875226454
1994-11-08,26.834562301635742,16.299999237060547,48.008232252701156,90.87301587301587,13.899749994277954,14.84000015258789,9.838268662133753
1994-11-09,26.879318237304688,16.420000076293945,48.83241381708985,91.26984126984127,13.92494999408722,15.34000015258789,7.0404166425243275
1994-11-10,26.691295623779297,16.0,45.94779799161173,87.3015873015873,13.94909999370575,15.579999923706055,2.6957643026357614
1994-11-11,26.59280014038086,16.5,49.381863826708475,92.06349206349206,13.980099992752075,16.75,-1.4925373134328401
1994-11-14,26.843502044677734,16.68000030517578,50.61812962333075,93.65079365079364,14.013799996376038,17.3700008392334,-3.9723690312042037
1994-11-15,26.753965377807617,16.65999984741211,50.48076384594571,92.85714285714286,14.043949995040894,16.299999237060547,2.2085928049189407
1994-11-16,26.843502044677734,15.5600004196167,42.92582293870933,81.74603174603175,14.068499999046326,16.420000076293945,-5.237513110117787
1994-11-17,26.664430618286133,15.90999984741211,45.329665093300584,83.73015873015873,14.095,16.0,-0.5625009536743164
1994-11-18,26.628620147705078,16.0,45.94779799161173,85.71428571428571,14.12125,16.5,-3.0303030303030276
1994-11-21,26.360008239746094,16.1299991607666,46.8406493447714,86.90476190476191,14.125649995803833,16.68000030517578,-3.297368910949694
1994-11-22,25.786977767944336,17.239999771118164,54.46427969066108,97.22222222222221,14.142049994468689,16.65999984741211,3.4813921309618134
1994-11-23,25.930225372314453,18.40999984741211,62.49999426878432,98.4126984126984,14.165799994468689,15.5600004196167,18.316191201398535
1994-11-25,26.05557632446289,17.440000534057617,55.83791126466839,97.61904761904762,14.186499996185303,15.90999984741211,9.616597745564249
1994-11-28,26.171981811523438,16.829999923706055,51.648346753875465,93.25396825396825,14.199449996948243,16.0,5.187499523162842
1994-11-29,26.16302490234375,16.149999618530273,46.97801512215644,85.71428571428571,14.207899994850159,16.1299991607666,0.1239954048622538
1994-11-30,26.127199172973633,15.949999809265137,45.604390098109896,81.74603174603175,14.216249995231628,17.239999771118164,-7.482598485959024
1994-12-01,25.867542266845703,16.690000534057617,50.68681251202327,92.06349206349206,14.232699999809265,18.40999984741211,-9.342744853940188
1994-12-02,26.109298706054688,16.549999237060547,49.72526517024953,89.28571428571429,14.249799995422363,17.440000534057617,-5.103218289810463
1994-12-05,26.136154174804688,16.100000381469727,46.63461377861539,83.73015873015873,14.261349997520448,16.829999923706055,-4.3374898725227045
1994-12-06,26.15406608581543,16.049999237060547,46.29119933515278,82.93650793650794,14.268099994659424,16.149999618530273,-0.6191974231069763
1994-12-07,25.966035842895508,16.280000686645508,47.870879575237666,86.5079365079365,14.281899995803833,15.949999809265137,2.0689710428001273
